Title,Year,Age,IMDb,Rotten Tomatoes
Kiss the Girls,1997,18+,6.6,29%
Newness,2017,none,6.4,69%
Mr. Roosevelt,2017,18+,6.2,100%
Justin Timberlake + The Tennessee Kids,2016,none,7.8,100%
Battle: Los Angeles,2011,13+,5.7,36%
Hondros,2018,none,7.5,100%
When We First Met,2018,16+,6.4,56%
(T)ERROR,2015,none,6.6,91%
Kuch Kuch Hota Hai,1998,all,7.6,none
Trailer Park Boys: The Movie,2006,18+,7.2,57%
G.O.R.A.,2004,13+,8,none
Phantom Boy,2015,7+,6.6,88%
Survivor's Guide to Prison,2018,18+,7.1,100%
Transcendence,2014,13+,6.3,20%
Jagga Jasoos,2017,7+,6.5,90%
The Perfect Date,2019,16+,5.8,65%
A Fortunate Man,2018,16+,7.2,80%
Kahaani,2012,none,8.1,none
Andaz Apna Apna,1994,7+,8.2,none
Let It Snow,2019,13+,5.8,81%
Middle School: The Worst Years of My Life,2016,7+,6.1,63%
The Little Hours,2017,18+,5.8,78%
Aval,2017,13+,6.8,100%
The Unknown Known,2013,13+,7,82%
Kahlil Gibran's The Prophet,2014,7+,7.1,65%
The Princess Switch,2018,7+,6,75%
The Blackcoat's Daughter,2017,18+,5.9,73%
What We Started,2018,none,7,85%
Let There Be Light,1946,none,7.4,83%
Into the Forest,2016,18+,5.8,76%
God Knows Where I Am,2016,none,7.3,84%
Stuart Little 2,2002,all,5.4,81%
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,2016,16+,7.5,100%
Sand Storm,2016,none,6.8,92%
From Paris with Love,2010,18+,6.5,38%
Luck by Chance,2009,none,7,80%
I Am Jane Doe,2017,none,6.8,91%
Pee-wee's Big Holiday,2016,7+,6.1,80%
Promised Land,2012,18+,6.6,52%
Carrie Pilby,2017,none,6.6,62%
Seeing Allred,2018,16+,6.8,100%
Goldstone,2016,18+,6.5,76%
The Signal,2014,13+,6.1,61%
The Red Sea Diving Resort,2019,18+,6.5,30%
Self/less,2015,13+,6.5,19%
The Burial of Kojo,2018,none,6.4,100%
Horse Girl,2020,18+,5.9,72%
Headshot,2016,none,6.3,72%
Joan Didion: The Center Will Not Hold,2017,none,7.4,89%
Circle,2015,none,6,60%
Chris Rock: Tamborine,2018,18+,6.5,100%
The Monster,2016,18+,5.4,81%
Sergio,2020,18+,6.1,44%
The C Word,2016,none,7.6,100%
John Mulaney: New in Town,2012,18+,8.3,none
In the Shadow of the Moon,2019,18+,6.2,59%
Mirror Mirror,2012,7+,5.6,50%
Hasee Toh Phasee,2014,13+,6.8,80%
Bhavesh Joshi Superhero,2018,none,7.6,63%
Brooklyn's Finest,2009,18+,6.7,44%
Wakefield,2017,18+,6.3,74%
Wish I Was Here,2014,18+,6.7,46%
Lu Over the Wall,2017,7+,6.8,76%
Man of Tai Chi,2013,18+,6.1,70%
Comedian,2002,18+,6.9,76%
Alive and Kicking,2017,none,6.6,100%
The Secret,2006,7+,5.6,74%
Louis C.K.: Hilarious,2010,none,8.5,none
Notes on Blindness,2016,none,7.1,95%
The Kissing Booth,2018,16+,6.1,17%
Horns,2013,18+,6.5,41%
Emelie,2016,none,5.4,88%
Best Worst Thing That Ever Could Have Happened...,2016,none,7.5,95%
Go!,2020,none,5.9,78%
First Match,2018,18+,6.3,82%
Grass is Greener,2019,none,7.2,100%
The Short Game,2013,7+,7.4,84%
Sunday's Illness,2018,13+,6.9,94%
Ten Years,2015,none,6.7,100%
Chicken Little,2005,all,5.7,37%
Kicking and Screaming,1995,18+,6.8,57%
The Ravenous,2017,none,5.9,88%
Animal World,2018,none,6.5,70%
Michelle Wolf: Joke Show,2019,none,7.1,100%
Kevin Hart: Let Me Explain,2013,18+,6.8,61%
Fun with Dick and Jane,2005,13+,6.2,28%
Seoul Searching,2015,18+,7.1,75%
The Keeping Hours,2017,13+,6.3,80%
Kickboxer: Retaliation,2018,18+,5,92%
Weed the People,2018,none,7,100%
Time Share,2018,18+,6,95%
Johnny English Reborn,2011,7+,6.3,38%
Fire in the Blood,2013,none,7.7,90%
Dil Dhadakne Do,2015,13+,6.8,64%
6 Days,2017,18+,6.2,63%
Morris from America,2016,18+,6.2,88%
Joshua: Teenager vs. Superpower,2017,16+,7,93%
Highway,2014,13+,7.7,88%
Sweet Virginia,2017,18+,6.2,78%
Chloe,2009,18+,6.3,51%
Manson Family Vacation,2015,none,5.8,100%
Benji,2018,7+,6.3,60%
Roll Red Roll,2019,none,7.1,100%
All About Nina,2018,18+,6,86%
Heartbreakers,2001,13+,6.2,53%
Mercury 13,2018,none,6.8,100%
Kevin Hart: What Now?,2016,18+,5.9,76%
"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,6.7,100%
All Day and a Night,2020,18+,5.9,53%
ARQ,2016,18+,6.4,43%
Nighthawks,1981,18+,6.4,70%
Quién te cantará,2018,none,7,90%
Romeo Must Die,2000,18+,6.1,32%
Love Off the Cuff,2017,none,6.5,100%
47 Meters Down,2017,13+,5.6,53%
Udaan,2010,18+,8.2,none
Barakah Meets Barakah,2016,none,6.2,100%
Ghost Rider,2007,13+,5.2,26%
FYRE: The Greatest Party That Never Happened,2019,none,7.2,91%
Cardboard Gangsters,2017,none,6.4,94%
Khosla Ka Ghosla!,2006,none,8.3,none
Sierra Burgess Is a Loser,2018,13+,5.8,66%
Same Kind of Different as Me,2017,13+,6.6,33%
Cult of Chucky,2017,18+,5.2,78%
Tremors 2: Aftershocks,1996,13+,6,63%
May the Devil Take You,2018,18+,6,83%
Invader ZIM: Enter the Florpus,2019,7+,7.5,100%
Dovlatov,2018,none,6.4,78%
Jupiter Ascending,2015,13+,5.3,27%
The Occupant,2020,18+,6.3,50%
Shutter,2004,18+,7.1,none
E-Team,2014,none,7.1,82%
Class Rank,2017,none,6.4,86%
Wildling,2018,18+,5.5,70%
Velvet Buzzsaw,2019,18+,5.7,62%
Win It All,2017,18+,6.2,85%
Sprinter,2019,none,6,80%
Palm Trees in the Snow,2015,none,7.4,86%
Nacho Libre,2006,7+,5.7,39%
Chasing Trane,2017,none,7.3,76%
Lady J,2018,16+,6.9,83%
Voyeur,2017,18+,6.2,77%
The Breaker Upperers,2018,none,5.9,89%
Dinner for Schmucks,2010,13+,5.9,41%
Mike Birbiglia: My Girlfriend's Boyfriend,2013,none,8,100%
School Daze,1988,18+,6,58%
The Knight Before Christmas,2019,7+,5.5,75%
Mitt,2014,none,6.9,83%
Terrifier,2016,none,5.6,69%
Resident Evil: Afterlife,2010,18+,5.8,22%
Conor McGregor: Notorious,2017,18+,7.2,50%
Khoobsurat,2014,7+,6.4,80%
Game Over,2019,none,7.1,55%
The Ballad of Lefty Brown,2017,18+,6.3,78%
Main Hoon Na,2004,7+,7,none
The Untold Tales of Armistead Maupin,2017,none,7.6,91%
The Space Between Us,2017,13+,6.4,16%
The Physician,2013,18+,7.2,none
Karthik Calling Karthik,2010,7+,7,80%
Ginger & Rosa,2012,13+,6.3,78%
White Girl,2016,none,5.7,72%
The Time Machine,2002,13+,6,29%
Look Who's Back,2015,none,7.1,none
Ellen DeGeneres: Relatable,2018,none,6.5,92%
Kabhi Alvida Naa Kehna,2006,18+,6.1,58%
The Drug King,2018,none,6.1,80%
Long Time Running,2017,none,7.8,86%
Maps to the Stars,2014,18+,6.2,61%
Lovesong,2017,none,6.3,83%
Looney Tunes: Back in Action,2003,7+,5.7,56%
Homecoming: A Film by Beyoncé,2019,13+,7.4,98%
A Christmas Prince,2017,7+,5.7,73%
Occupation,2018,18+,5.1,50%
Marc Maron: Too Real,2017,none,7.2,80%
Steal a Pencil for Me,2007,none,7.5,95%
"Faith, Hope & Love",2019,7+,6.1,80%
The Bling Ring,2013,18+,5.6,59%
Pokémon the Movie: The Power of Us,2018,all,6.3,71%
Chronicle of an Escape,2006,18+,7.2,67%
The Tourist,2010,13+,6,20%
God of War,2017,none,6.4,80%
Menashe,2017,7+,6.5,96%
Lez Bomb,2018,18+,5,89%
National Bird,2016,none,7.1,100%
System Crasher,2019,none,7.9,92%
The 36th Chamber of Shaolin,1978,18+,7.7,none
What a Girl Wants,2003,7+,5.8,35%
Candy Jar,2018,13+,5.8,71%
He Named Me Malala,2015,13+,6.9,72%
Te3n,2016,none,7.3,100%
Race to Witch Mountain,2009,7+,5.7,42%
A Gray State,2017,18+,6.2,100%
Chupke Chupke,1975,18+,8.4,none
The Land of Steady Habits,2018,none,6.2,84%
A Night at the Roxbury,1998,13+,6.3,11%
Neon Genesis Evangelion: Death and Rebirth,1997,none,7.5,none
My Big Night,2015,none,6,90%
Song for Marion,2012,13+,7,65%
The Discovery,2017,18+,6.3,46%
The Laundromat,2019,18+,6.3,42%
Gol Maal,1979,18+,8.6,none
Lifechanger,2018,none,5.4,86%
Would You Rather,2012,none,5.7,59%
The Butterfly's Dream,2013,13+,7.8,none
Vizontele,2001,none,8,none
Hasan Minhaj: Homecoming King,2017,18+,8.3,none
Una,2017,18+,6.2,76%
Bethany Hamilton: Unstoppable,2019,7+,7.3,71%
Alone in Berlin,2016,18+,6.5,57%
Dhobi Ghat,2010,16+,7,68%
Burning Sands,2017,18+,6.1,86%
The Great Hack,2019,none,7,83%
We Are Your Friends,2015,18+,6.2,38%
Barry,2016,none,5.8,80%
John Mulaney: The Comeback Kid,2015,none,7.9,none
The Rugrats Movie,1998,all,5.9,59%
Bill Burr: You People Are All The Same,2012,18+,8.3,none
Bill Nye: Science Guy,2017,none,6.1,100%
Hit & Run,2012,18+,6.1,48%
Kabir Singh,2019,none,7.1,25%
The Most Unknown,2018,none,6.6,91%
Mean Dreams,2016,18+,6.3,78%
Ali Wong: Hard Knock Wife,2018,18+,7.4,100%
Trophy,2016,none,7.3,98%
Dream Big: Engineering Our World,2017,none,6.4,100%
Toilet - Ek Prem Katha,2017,none,7.2,43%
Pope Francis: A Man of His Word,2018,7+,6.1,83%
68 Kill,2018,18+,6,70%
Head On,1998,none,6.5,63%
Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,18+,7.8,none
Waar,2013,none,7.9,none
14 Blades,2010,18+,6.3,69%
"Live Twice, Love Once",2019,none,7.2,50%
Triple Threat,2019,18+,5.5,68%
Earth to Echo,2014,7+,5.8,51%
Buster's Mal Heart,2017,none,6.1,70%
1000 Rupee Note,2016,none,7.3,80%
40 Days and 40 Nights,2002,18+,5.6,39%
Taylor Swift: Reputation Stadium Tour,2018,none,8.3,none
Hannibal Buress: Comedy Camisado,2016,18+,6.6,100%
Tokyo Idols,2017,none,6.8,89%
Bhool Bhulaiyaa,2007,none,7.3,20%
Dev.D,2009,13+,8,none
John Mulaney & The Sack Lunch Bunch,2019,none,7.5,100%
Eli,2019,18+,5.7,48%
City of Joy,2016,none,7.3,100%
Beyond Skyline,2017,18+,5.3,63%
Ninja Assassin,2009,18+,6.3,25%
"As Above, So Below",2014,18+,6.2,26%
The Oath,2016,none,6.4,75%
The Cloverfield Paradox,2018,13+,5.5,16%
Concussion,2013,18+,5.6,75%
Little Monsters,1989,7+,6.1,50%
Dil Se..,1998,13+,7.6,none
Berserk: The Golden Age Arc III - The Advent,2013,18+,7.9,none
The Core,2003,13+,5.5,40%
2 States,2014,7+,6.9,44%
The Rum Diary,2011,18+,6.2,51%
Being AP,2015,13+,6.5,100%
6 Balloons,2018,18+,5.8,86%
Q Ball,2019,none,6.8,90%
Knock Down the House,2019,7+,6.9,100%
Soorma,2018,13+,7.4,50%
EMO the Musical,2017,16+,6.1,75%
Abducted in Plain Sight,2017,none,6.8,100%
Secret in Their Eyes,2015,13+,6.3,39%
Bon Cop Bad Cop 2,2017,none,6.6,71%
Sólo con tu pareja,1992,none,6.9,67%
Rustom,2016,none,7.1,33%
The Debt Collector,2018,none,5.7,80%
Been So Long,2018,none,5.4,100%
Rampant,2018,none,6.3,62%
Automata,2014,18+,6.1,30%
A Little Chaos,2015,18+,6.5,48%
Don't Be Afraid of the Dark,2010,18+,5.6,60%
Paheli,2005,13+,6.5,57%
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,18+,7,100%
Someone Great,2019,18+,6.2,83%
Monty Python Live at the Hollywood Bowl,1982,18+,7.9,none
The 4th Company,2016,none,6.2,100%
Amanda Knox,2016,18+,6.9,87%
My Suicide,2009,18+,7.2,57%
Anon,2018,18+,6.1,39%
Brain on Fire,2017,13+,6.6,13%
Gurgaon,2017,none,6.6,71%
A Bad Moms Christmas,2017,18+,5.6,31%
Scary Movie 2,2001,18+,5.3,15%
Failure to Launch,2006,13+,5.6,24%
Set It Up,2018,16+,6.5,none
The Golem,2018,18+,5.6,85%
David Brent: Life on the Road,2016,none,6.3,58%
Waiting for the Hearse,1985,none,8.1,none
Atlantics,2019,16+,6.7,95%
Lost Girls,2020,18+,6.1,73%
Lost in London,2017,none,6.2,75%
The Force,2017,none,6.7,90%
Jonathan,2018,18+,5.9,65%
Chennai Express,2013,13+,6,47%
Berserk: The Golden Age Arc I - The Egg of the King,2012,18+,7.6,none
To the Bone,2017,18+,6.8,73%
Kabali,2016,18+,6.2,64%
Popeye,1980,7+,5.3,59%
Natsamrat,2016,none,9.1,none
Get Santa,2014,7+,6.2,79%
Like Father,2018,18+,6.1,49%
War Machine,2017,18+,6,48%
Deidra & Laney Rob a Train,2017,16+,6.1,91%
Here Alone,2016,none,5.6,50%
Falling Inn Love,2019,7+,5.6,61%
The Bounty Hunter,2010,13+,5.6,12%
Feminists: What Were They Thinking?,2018,none,6.9,80%
Guess Who,2005,13+,5.9,42%
Wake Up Sid,2009,7+,7.6,none
Nobody Speak: Trials of the Free Press,2017,16+,6.5,91%
Bill Burr: Let It Go,2010,none,8.4,none
The Polka King,2017,none,5.9,67%
Initial D,2005,7+,6.4,33%
7:19,2016,none,6,100%
Happy Anniversary,2018,none,5.7,83%
Ultras,2020,none,6,60%
Valentine's Day,2010,13+,5.7,18%
The Lovers,2017,18+,6,84%
Pari,2018,13+,6.6,45%
Sleepless,2017,18+,5.6,25%
How to Be a Latin Lover,2017,13+,5.9,39%
Detour,2017,18+,6.2,65%
Louis C.K.: Live at The Comedy Store,2015,none,7.9,none
Ghosts of Girlfriends Past,2009,13+,5.8,27%
A Secret Love,2020,none,8.1,none
War on Everyone,2016,18+,5.8,61%
Lakshya,2004,all,7.9,none
Juanita,2019,18+,5.9,77%
Equals,2015,13+,6.1,35%
The Last Days of Chez Nous,1992,18+,6.6,85%
Jaane Tu... Ya Jaane Na,2008,none,7.5,none
The Bleeding Edge,2018,16+,7.7,100%
S Is for Stanley,2016,none,7,80%
Hot Girls Wanted,2015,none,6.1,82%
Rock On!!,2008,none,7.8,none
Agneepath,1990,none,7.7,none
Susanne Bartsch: On Top,2017,none,6.6,100%
Restless Creature: Wendy Whelan,2017,none,7.1,100%
Don,2006,13+,7.2,none
Clive Davis: The Soundtrack of Our Lives,2017,13+,7.4,80%
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,18+,7.7,92%
Goosebumps 2: Haunted Halloween,2018,7+,5.6,48%
Boyka: Undisputed IV,2016,18+,7,none
National Parks Adventures,2016,13+,7,100%
Sand Castle,2017,18+,6.3,44%
Can't Help Falling in Love,2017,none,7.2,none
In the Tall Grass,2019,18+,5.4,36%
Kevin Hart: Irresponsible,2019,18+,6.4,100%
The B-Side: Elsa Dorfman's Portrait Photography,2017,18+,6.6,97%
The Bad Education Movie,2015,13+,5.7,63%
Marco Polo: One Hundred Eyes,2015,none,7.8,none
Beyond the Clouds,2018,none,6.9,58%
Below Her Mouth,2016,none,5.5,22%
Norman Lear: Just Another Version of You,2016,13+,7.2,86%
A Tale of Love and Darkness,2015,13+,6,71%
Godzilla,1998,13+,5.4,16%
"Roxanne, Roxanne",2017,none,6.2,73%
Raising Cain,1992,18+,6.1,57%
Results,2015,18+,5.4,84%
Hop,2011,7+,5.4,25%
Toro,2016,13+,5.9,80%
Reversing Roe,2018,none,7.3,86%
Love Likes Coincidences,2011,7+,7.3,none
The Peacemaker,1997,18+,5.9,39%
Money Heist: The Phenomenon,2020,none,7.5,none
Jim Gaffigan: Obsessed,2014,16+,7.6,100%
The Final Destination,2009,18+,5.2,29%
Bleach the Movie: Hell Verse,2010,16+,7.4,none
Bo Burnham: Make Happy,2016,18+,8.4,none
For Colored Girls,2010,18+,6.1,32%
The Heartbreak Kid,2007,18+,5.8,29%
The Art of the Steal,2013,18+,6.3,44%
Magic Carpet Ride,2005,13+,7.4,none
Holiday in the Wild,2019,7+,6.1,43%
A-X-L,2018,13+,5.3,27%
Orbiter 9,2017,16+,5.9,67%
For Love or Money,1993,7+,6.2,37%
The Package,2018,18+,5.5,50%
Satan & Adam,2018,none,7.3,88%
Gantz:O,2016,18+,7.1,none
Detective Dee: The Four Heavenly Kings,2018,none,6.4,60%
Tau,2018,18+,5.8,29%
The Tiger Hunter,2017,none,5.7,78%
The Body Remembers When the World Broke Open,2019,18+,6.7,97%
Jenny Slate: Stage Fright,2019,none,5.8,100%
Tusk,2014,18+,5.3,45%
Gemini,2018,18+,5.4,71%
Little Evil,2017,18+,5.7,83%
Tom Segura: Mostly Stories,2016,none,7.5,none
The Student,2016,13+,6.9,87%
My Entire High School Sinking Into the Sea,2016,13+,6,85%
Pokémon the Movie: I Choose You!,2017,7+,6.3,33%
What the Health,2017,none,7.4,none
Bo Burnham: What.,2013,18+,8.5,none
"Frankenstein's Monster's Monster, Frankenstein",2019,none,6.1,80%
Mine,2016,none,5.9,17%
Tremors 3: Back to Perfection,2001,7+,5.3,67%
Jim Gaffigan: Mr. Universe,2012,none,7.8,none
God's Not Dead,2014,7+,4.7,13%
Jim Gaffigan: Beyond the Pale,2006,16+,8,none
Don't Go Breaking My Heart,2011,none,6.5,83%
Zero,2018,none,5.5,31%
24 Hours to Live,2017,18+,5.7,52%
Dream Boat,2017,none,5.4,86%
A Family Man,2017,18+,6.5,13%
The Outsider,2018,none,6.3,15%
Into the Inferno,2016,none,7.2,90%
The Nutcracker and the Four Realms,2018,7+,5.5,33%
Frank & Lola,2016,none,5.9,69%
The Super,2018,18+,5.9,40%
Adventures in Public School,2018,16+,5.8,71%
Lust Stories,2018,13+,6.5,none
A Very Murray Christmas,2015,18+,5.5,71%
Four Sisters And A Wedding,2013,none,7.3,none
The Trust,2016,18+,5.4,63%
Struggle: The Life and Lost Art of Szukalski,2018,18+,8,none
Dean,2016,13+,6.2,62%
Ek Ladki Ko Dekha Toh Aisa Laga,2019,none,5.5,75%
In Darkness,2018,none,5.8,47%
Rowdy Rathore,2012,13+,5.7,55%
Secret,2007,none,7.5,none
Girl on the Third Floor,2019,18+,4.6,81%
Mindhorn,2016,18+,6.3,91%
WHAT DID JACK DO?,2017,16+,6.5,92%
Dangerous Lies,2020,16+,5.2,none
Panipat,2019,none,5.5,50%
13 Cameras,2015,18+,5.1,77%
SampleThis,2013,none,6.4,93%
Come and Find Me,2016,18+,5.7,62%
Cirque du Freak: The Vampire's Assistant,2009,13+,5.8,38%
An Interview with God,2018,none,5.7,60%
Naruto the Movie: Ninja Clash in the Land of Snow,2004,16+,6.7,none
Naruto Shippuden the Movie,2007,13+,6.9,none
My Ex & Whys,2017,none,6.2,none
Naruto Shippuden the Movie: Bonds,2008,16+,7,none
The Rachel Divide,2018,18+,6.2,71%
Berlin Calling,2008,none,7.3,none
Teefa in Trouble,2018,13+,7.3,none
Sadece Sen,2014,13+,7.4,none
Kabhi Haan Kabhi Naa,1994,all,7.8,none
Room on the Broom,2012,all,7.6,none
Bill Hicks: Sane Man,1989,18+,8.5,none
6 Years,2015,none,5.6,69%
The Magician,2006,none,7.4,none
Semana Santa,2015,none,6.1,100%
Hostages,2017,none,6.1,100%
Do Dooni Chaar,2010,7+,7.6,none
The Captive,2014,18+,5.9,30%
Irreplaceable You,2018,18+,6.4,32%
Naruto the Movie: Legend of the Stone of Gelel,2005,16+,6.6,none
Barbecue,2017,7+,6.4,86%
Dark Places,2015,18+,6.2,23%
Head Count,2018,none,5.3,65%
Await Further Instructions,2018,18+,4.8,80%
Neal Brennan: 3 Mics,2017,none,7.9,none
Belgica,2016,none,6.7,57%
Amar Akbar Anthony,1977,18+,7.5,none
"Houston, We Have a Problem!",2016,none,7.9,none
The Bad Batch,2017,18+,5.3,47%
Pee Mak Phrakanong,2013,13+,7.3,none
Ala Vaikunthapurramuloo,2020,none,7.2,none
The Resistance Banker,2018,none,6.9,none
Drillbit Taylor,2008,13+,5.7,26%
Jeremiah Tower: The Last Magnificent,2016,18+,6.4,84%
Closed Circuit,2013,18+,6.2,43%
At First Light,2018,13+,5.5,54%
Namastey London,2007,none,7.1,none
Harishchandrachi Factory,2009,all,8.4,none
I'll See You in My Dreams,2015,13+,6.7,80%
Superlópez,2018,none,5.3,60%
The Skin of the Wolf,2018,none,5.7,60%
It Takes Two,1995,7+,5.9,8%
OtherLife,2017,none,6.3,none
Habibie & Ainun,2012,none,7.6,none
Cop Out,2010,18+,5.6,18%
See You Yesterday,2019,none,5.1,94%
Fittest On Earth (The Story of the 2015 Reebok CrossFit Games),2016,none,7.1,none
The Ivory Game,2016,none,7.9,84%
Unicorn Store,2017,none,5.5,55%
Acts of Vengeance,2017,18+,5.7,55%
Stink!,2015,all,7.1,89%
The Green Inferno,2014,18+,5.3,38%
Hum Aapke Hain Koun..!,1994,none,7.5,none
The Lodgers,2017,18+,5.1,55%
No Game No Life: Zero,2017,13+,7.5,none
Billu,2009,7+,6.2,60%
Standoff,2016,18+,6.1,56%
Life 2.0,2010,none,6.2,89%
The Awakening of Motti Wolkenbruch,2018,none,6.6,63%
Ricky Gervais: Humanity,2018,none,7.9,none
Avicii: True Stories,2017,none,7.6,none
Unacknowledged,2017,none,7.1,none
Shot! The Psycho-Spiritual Mantra of Rock,2016,none,6.7,94%
The Incredible Jessica James,2017,none,6.5,86%
The Do-Over,2016,18+,5.7,9%
The Vatican Tapes,2015,18+,4.9,20%
Aziz Ansari: Buried Alive,2013,none,7.3,none
Loving Annabelle,2006,none,6.3,none
Who Would You Take to a Deserted Island?,2019,none,5.3,83%
The Invisible Guardian,2017,none,6.3,20%
St. Agatha,2019,18+,5.2,64%
Isi & Ossi,2020,18+,6.4,none
Close,2019,18+,5.7,37%
American Hangman,2019,none,5.9,44%
Aziz Ansari: Right Now,2019,none,7.8,88%
Riphagen The Untouchable,2016,none,7.2,none
Punjab 1984,2014,none,8.5,none
5 Flights Up,2014,13+,6.2,46%
iBoy,2017,none,6,60%
Jim Jefferies: Bare,2014,18+,8.1,none
Goon: Last of the Enforcers,2017,18+,5.8,43%
Life After Beth,2014,18+,5.6,44%
Take Me,2017,18+,6.1,67%
The Five Venoms,1978,18+,7.1,none
And Breathe Normally,2018,16+,6.8,92%
The Tribes of Palos Verdes,2017,18+,5.8,64%
Pete Davidson: Alive from New York,2020,18+,5.9,40%
I Am Michael,2015,none,5.6,64%
Crazy Beautiful You,2015,none,7.2,none
House at the End of the Street,2012,13+,5.6,14%
Bawarchi,1972,none,8,none
The New Romantic,2018,none,5.7,62%
A Fall From Grace,2020,18+,5.8,none
All the Boys Love Mandy Lane,2008,18+,5.5,43%
Ghost in the Shell Arise - Border 1: Ghost Pain,2013,18+,7.2,none
Mersal,2017,none,7.7,none
Ali Wong: Baby Cobra,2016,none,7.5,none
Mucize,2015,18+,7.6,none
Mute,2018,18+,5.4,20%
Seal Team Six: The Raid on Osama Bin Laden,2012,none,5.7,50%
Radio Rebel,2012,all,6,none
The Warriors Gate,2016,13+,5.4,50%
Shrek the Musical,2013,13+,7.1,none
Blind Detective,2013,none,6.5,55%
Trailer Park Boys: Countdown to Liquor Day,2009,18+,7.4,none
Dream House,2011,13+,6,6%
Luka Chuppi,2019,7+,6.3,33%
Duck Butter,2018,none,5.3,57%
Arjun: The Warrior Prince,2012,all,6.8,57%
A Plastic Ocean,2016,none,8,none
Becoming,2020,7+,6.6,none
Rising High,2020,none,5.7,none
Skiptrace,2016,13+,5.7,38%
Uppity: The Willy T. Ribbs Story,2020,none,8,none
Miss Virginia,2019,16+,6.6,60%
Wanda Sykes: Not Normal,2019,none,7.1,100%
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,2002,7+,7.5,none
Otherhood,2019,18+,6,29%
"Fireworks, Should We See It from the Side or the Bottom?",2017,13+,5.5,43%
Leslie Jones: Time Machine,2020,none,5.1,100%
Rangoon,2017,none,5.7,55%
Bleach the Movie: Fade to Black,2008,16+,7.3,none
American Son,2019,none,5.6,47%
The Motive,2017,18+,6.5,63%
High Flying Bird,2019,none,6.2,96%
Come Sunday,2018,16+,5.9,63%
Socha Na Tha,2005,none,7.5,none
Country Strong,2010,13+,6.3,22%
The Wrong Missy,2020,none,5.8,none
Ri¢hie Ri¢h,1994,7+,5.4,24%
Apostle,2018,none,6.3,71%
Message from the King,2017,18+,6.4,43%
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,13+,6.1,20%
The Decline,2020,none,5.9,none
Ronny Chieng: Asian Comedian Destroys America!,2019,18+,7.4,none
Bill Hicks: Relentless,1992,none,8.7,none
Revenger,2018,18+,5.7,40%
Bhoot,2003,none,6.5,67%
American Circumcision,2017,16+,7.3,60%
Raajneeti,2010,7+,7.1,13%
Shepherds and Butchers,2017,18+,6.8,56%
Altered Carbon: Resleeved,2020,none,6.5,none
Carrie,2002,18+,5.5,20%
Chalte Chalte,2003,13+,6.6,none
For Greater Glory: The True Story of Cristiada,2012,18+,6.6,21%
Happy New Year,2014,all,5,47%
Between Worlds,2018,18+,4.4,29%
Joseph: King of Dreams,2000,all,6.5,none
Savage Dog,2017,16+,4.9,75%
Mike Birbiglia: The New One,2019,none,7.6,none
Close Enemies,2018,18+,6.3,58%
Tony Robbins: I Am Not Your Guru,2016,none,6.7,45%
Kannum Kannum Kollaiyadithaal,2020,none,7.7,none
Umrika,2015,none,6.6,75%
"Yours, Mine & Ours",2005,7+,5.5,6%
Iliza Shlesinger: War Paint,2013,none,6.7,none
Jeff Dunham: Jeff Dunham's Very Special Christmas Special,2008,13+,7.5,none
The Hurricane Heist,2018,13+,5.1,46%
Wine Country,2019,18+,5.4,68%
Bana Masal Anlatma,2015,13+,7.5,none
Submission,2018,18+,5.6,49%
Barely Lethal,2015,13+,5.4,26%
Rodney King,2017,none,5.5,100%
Jerry Seinfeld: I'm Telling You for the Last Time,1998,all,7.9,none
Buffalo Boys,2018,18+,5.8,79%
Barbie: Princess Charm School,2011,all,6.4,none
